dt,Kabul,Luanda,Melbourne,Sydney,Dhaka,Belo Horizonte,Brasília,Fortaleza,Rio De Janeiro,Sao Paulo,Salvador,Rangoon,Montreal,Toronto,Santiago,Changchun,Chengdu,Chongqing,Dalian,Guangzhou,Harbin,Jinan,Nanjing,Peking,Shanghai,Shenyang,Taipei,Taiyuan,Tangshan,Tianjin,Wuhan,Xian,Bogotá,Cali,Kinshasa,Santo Domingo,Alexandria,Cairo,Gizeh,Addis Abeba,Paris,Berlin,Ahmadabad,Bangalore,Bombay,Calcutta,Delhi,Hyderabad,Jaipur,Kanpur,Lakhnau,Madras,Nagpur,New Delhi,Pune,Surat,Jakarta,Surabaya,Mashhad,Baghdad,Rome,Abidjan,Nagoya,Tokyo,Nairobi,Mexico,Casablanca,Ibadan,Kano,Lagos,Faisalabad,Karachi,Lahore,Lima,Manila,Moscow,Saint Petersburg,Jiddah,Riyadh,Dakar,Singapore,Mogadishu,Cape Town,Durban,Seoul,Madrid,Umm Durman,Aleppo,Dar Es Salaam,Bangkok,Ankara,Istanbul,Izmir,Kiev,London,Chicago,Los Angeles,New York,Ho Chi Minh City,Harare
1951-08-01,24.432,20.856,7.894,13.276,29.16,18.833,20.963,27.507,20.843,16.374,22.487,27.059,17.223,17.26,1.798,23.037,20.659,28.435,24.639,28.812,22.546,26.337,29.008,26.216,29.071,23.773,28.157,21.495,24.46,26.216,30.181,24.26,21.032,22.641,22.655,28.03,27.113,28.576,28.576,16.055,17.197,19.386,27.815,25.014,27.085,29.38,30.265,26.965,28.539,29.342,29.342,30.601,26.009,30.265,24.547,27.547,26.365,26.138,22.606,34.995,22.159,24.058,27.541,25.705,14.478,17.745,25.21,24.547,25.502,25.871,31.365,29.539,31.365,15.564,26.373,17.925,17.586,31.138,35.479,28.092,27.177,26.158,12.896,17.539,25.735,19.689,30.869,29.484,23.816,28.072,22.388,23.533,26.915,20.621,15.688,20.649,23.208,21.089,27.975,17.671
1951-09-01,22.042,22.545,11.386,15.958,29.153,21.26,23.443,28.176,21.565,18.874,23.073,27.838,13.687,14.038,2.742,13.88,15.915,23.309,18.404,27.488,13.004,19.969,22.558,18.647,22.948,15.308,27.132,13.73,17.4,18.647,23.789,17.572,20.847,22.161,24.175,27.539,26.431,27.263,27.263,16.073,16.262,16.017,29.639,25.298,28.196,29.457,29.874,27.451,30.105,28.552,28.552,29.766,27.277,29.874,26.073,28.999,26.478,27.128,19.864,31.948,19.492,25.288,21.1,18.748,16.15,17.427,23.225,25.664,25.709,26.61,31.105,29.124,31.105,14.611,26.768,11.858,12.6,31.948,33.531,27.877,26.868,27.157,13.007,18.161,18.733,17.913,31.097,26.075,24.502,28.051,17.998,20.294,23.543,14.896,14.704,17.366,22.561,17.151,27.645,21.344
1951-10-01,17.926,24.33,12.507,15.672,28.045,22.735,23.802,28.382,21.912,19.968,24.077,27.475,8.337,9.425,5.841,7.177,12.8,19.114,14.181,24.232,5.909,16.51,18.701,13.996,19.382,9.768,24.494,9.911,13.748,13.996,19.775,13.273,19.923,21.619,24.627,26.925,23.453,24.29,24.29,17.079,10.033,8.326,29.978,25.111,28.713,28.49,29.021,27.237,29.518,27.772,27.772,29.263,27.207,29.021,25.659,28.929,26.455,27.786,13.632,24.22,11.643,25.524,18.117,15.392,16.044,16.13,16.796,26.032,26.995,26.346,28.337,28.81,28.337,15.425,26.837,2.393,6.414,29.991,28.115,26.726,26.752,27.739,14.852,19.404,14.717,10.44,32.013,17.457,25.192,27.082,8.559,12.254,16.518,4.192,9.498,13.664,17.147,12.237,27.405,23.941
1951-11-01,10.02,25.281,14.097,17.167,24.054,22.834,22.932,28.802,22.943,21.291,24.884,27.588,-1.963,-1.594,9.214,-2.446,6.382,12.34,5.642,19.126,-3.892,7.232,10.942,4.677,12.258,0.487,21.796,0.619,4.725,4.677,11.984,5.011,19.48,21.42,24.688,26.553,19.602,18.68,18.68,17.182,8.854,7.064,25.553,24.139,28.447,23.936,21.743,24.754,22.563,21.215,21.215,26.585,22.758,21.743,23.487,25.054,27.611,29.395,6.739,16.876,9.646,26.771,11.251,8.906,16.094,15.109,14.322,26.821,23.765,27.156,20.11,24.245,20.11,16.765,26.365,-4.652,-0.297,27.128,21.801,25.26,27.214,27.898,17.08,20.871,6.255,7.174,27.233,12.952,26.238,26.586,6.488,11.852,15.23,1.43,8.434,2.759,12.488,3.162,27.335,22.374
1951-12-01,5.549,25.372,16.784,18.48,20.466,21.62,21.861,28.254,22.827,20.92,25.194,24.699,-7.809,-4.636,10.864,-8.736,2.575,9.279,1.448,16.534,-11.368,3.034,7.291,0.421,8.217,-4.978,19.454,-4.916,0.16,0.421,8.38,0.481,19.848,21.755,24.29,25.084,14.767,13.509,13.509,16.6,4.34,3.618,20.827,22.197,25.411,20.303,15.839,21.702,16.866,15.248,15.248,24.204,18.444,15.839,19.731,20.23,26.574,27.28,4.275,10.467,4.576,27.206,7.557,5.16,15.849,14.535,11.105,26.362,19.912,26.963,14.355,19.96,14.355,17.949,25.411,-2.209,0.111,23.401,16.509,21.971,26.567,27.069,18.827,21.564,1.281,4.985,20.36,5.639,26.634,24.446,-1.995,5.504,10.595,-0.991,5.387,0.562,8.033,0.04,25.952,21.909
1952-01-01,2.766,25.996,18.371,20.293,19.305,23.005,22.889,28.012,25.673,22.909,26.563,24.296,-10.748,-5.613,13.281,-15.519,1.501,7.422,-3.137,14.839,-18.751,-0.104,4.152,-3.033,4.803,-10.702,16.88,-7.374,-2.512,-3.033,5.683,-1.033,20.469,22.321,25.417,23.789,14.213,13.473,13.473,18.351,2.792,0.938,20.524,23.13,24.666,19.903,15.632,23.112,16.875,15.674,15.674,24.566,19.847,15.632,20.941,20.791,26.693,27.466,0.643,9.582,3.103,27.009,4.392,1.825,16.687,14.22,8.435,27.269,21.715,26.596,13.06,18.031,13.06,20.647,25.643,-4.422,-2.321,23.523,15.364,19.664,26.249,26.642,19.904,22.788,-3.21,1.401,24.179,5.358,27.634,25.439,0.291,6.829,11.461,-1.745,2.929,0.991,7.125,-0.566,26.139,21.928
1952-02-01,5.294,25.918,17.239,18.933,22.659,23.196,23.208,27.274,25.989,22.566,27.237,26.763,-7.449,-5.42,12.415,-16.355,3.253,7.815,-5.62,14.5,-18.526,-1.345,2.706,-4.127,3.577,-11.675,17.536,-7.088,-3.343,-4.127,3.801,-0.658,20.654,22.589,25.292,24.677,14.817,14.992,14.992,19.285,2.64,1.055,23.079,25.177,24.79,23.326,19.335,25.929,20.361,19.604,19.604,26.264,23.154,19.335,23.399,24.085,27.021,27.399,5.575,13.513,3.348,27.921,4.032,0.429,17.482,14.638,10.557,28.258,23.322,26.836,16.326,21.268,16.326,21.849,26.595,-7.309,-5.049,24.534,18.742,20.54,26.449,27.223,20.988,22.878,-3.632,4.236,25.212,8.308,28.144,27.896,2.032,6.58,10.84,-3.531,3.161,2.645,10.104,-0.202,27.117,22.032
1952-03-01,8.049,26.085,17.941,19.721,25.16,22.436,21.969,26.292,26.337,22.909,26.233,28.292,-2.869,-2.78,10.869,-2.581,7.243,12.323,2.271,17.781,-4.229,5.366,7.352,4.447,7.751,-0.017,19.082,1.45,4.341,4.447,8.914,4.92,20.617,22.49,25.607,25.761,16.037,16.983,16.983,20.144,7.778,1.834,26.553,27.095,25.253,25.894,22.899,28.542,24.055,23.224,23.224,28.19,26.094,22.899,25.594,27.196,27.161,26.404,7.444,15.991,6.847,28.267,7.643,5.362,17.987,17.215,15.409,28.379,27.568,27.172,19.679,25.054,19.679,21.419,27.767,-10.227,-9.986,24.238,21.063,20.904,26.822,29.878,18.492,23.045,3.024,9.626,27.281,10.029,28.253,28.619,4.017,6.968,11.685,-7.014,6.626,2.097,8.828,2.515,27.983,21.664
1952-04-01,16.113,25.848,12.713,17.871,28.029,21.006,21.296,25.792,24.121,19.465,25.897,29.999,5.622,6.924,7.031,7.101,13.491,19.455,10.196,22.167,6.424,14.765,15.991,14.001,15.598,8.4,21.217,10.514,13.504,14.001,18.134,14.001,20.086,21.907,25.579,26.163,18.692,21.245,21.245,18.433,11.655,11.577,31.531,28.292,27.844,29.312,30.831,32.054,31.341,30.383,30.383,30.794,32.277,30.831,29.582,31.386,27.33,27.096,12.889,21.999,12.181,27.851,13.165,10.964,17.141,17.04,14.368,27.78,30.858,27.472,28.005,29.363,28.005,18.702,28.704,4.006,3.165,26.301,26.736,20.905,27.192,28.964,17.155,21.653,10.199,9.791,31.214,16.659,26.956,29.686,10.295,11.686,16.641,8.243,9.67,8.514,13.69,10.661,28.846,20.608
1952-05-01,20.317,25.083,10.225,15.753,28.708,18.815,20.587,25.556,23.843,17.756,24.424,30.406,10.54,10.698,3.498,16.043,15.597,21.747,17.286,27.427,14.922,20.468,20.465,20.726,20.097,16.552,25.477,16.147,19.529,20.726,22.228,17.744,20.029,21.86,24.637,27.311,21.257,24.935,24.935,19.684,15.106,12.964,34.211,27.796,29.673,30.275,34.196,32.891,35.183,33.748,33.748,32.148,35.489,34.196,30.538,33.267,27.346,26.837,17.658,27.823,15.068,26.842,17.515,15.74,16.545,17.858,18.549,26.826,30.511,27.603,32.161,32.167,32.161,16.475,29.056,10.214,6.29,30.411,30.124,22.15,27.784,28.694,13.847,20.056,17.678,13.839,34.409,20.669,25.908,29.911,13.415,15.142,19.322,12.718,13.512,11.038,18.199,13.856,28.584,17.305
1952-06-01,25.527,22.434,9.204,15.24,29.194,18.461,19.531,26.361,23.579,16.525,24.271,27.622,17.613,17.903,-2.191,21.404,18.363,25.658,21.356,28.311,21.137,25.206,25.701,24.985,25.28,20.904,27.041,21.201,24.327,24.985,26.963,23.867,19.963,21.789,22.849,27.73,23.801,26.879,26.879,17.613,17.482,15.875,32.185,25.617,28.375,30.445,33.292,30.52,33.387,32.315,32.315,32.398,31.986,33.292,27.254,30.98,27.04,26.402,22.054,31.571,20.789,25.432,21.282,19.829,14.863,17.442,23.512,25.781,29.017,26.896,34.053,32.625,34.053,14.011,27.537,16.277,13.043,30.422,33.41,27.159,27.69,27.178,12.907,19.284,20.464,19.309,34.196,25.631,24.669,28.654,16.872,19.013,23.317,17.474,15.163,19.318,17.803,21.046,28.209,15.824
1952-07-01,25.21,20.107,7.22,13.844,28.397,18.194,19.716,26.609,22.763,16.429,23.533,26.972,21.696,21.139,-0.229,24.409,20.682,28.426,24.273,29.031,23.747,26.756,27.646,26.595,27.821,24.436,27.899,23.478,25.781,26.595,29.423,25.632,20.255,22.078,21.134,27.467,25.757,28.006,28.006,15.759,20.052,18.829,28.64,24.819,27.386,28.822,31.112,28.12,29.818,29.564,29.564,31.261,27.215,31.112,25.172,28.139,26.56,26.085,24.606,34.689,23.991,24.784,24.907,23.314,14.413,17.381,25.427,24.584,26.263,26.028,31.79,30.552,31.79,13.301,27.065,17.247,16.013,31.493,33.923,28.085,27.17,26.407,11.638,18.502,24.477,20.993,32.524,29.315,23.99,28.243,21.22,22.16,25.653,19.261,17.463,23.155,23.502,23.964,28.159,15.641
1952-08-01,24.422,20.145,8.723,14.518,28.817,19.76,21.821,27.284,23.021,18.588,23.312,26.596,18.897,18.695,0.666,22.048,17.375,24.919,23.806,28.463,21.807,24.286,26.845,24.863,27.68,22.846,27.989,19.523,22.758,24.863,27.682,20.811,20.712,22.264,22.058,28.236,27.287,29.252,29.252,15.777,18.832,19.35,27.101,24.622,26.946,28.985,29.293,26.888,27.797,28.466,28.466,30.24,25.762,29.293,24.466,27.112,26.458,26.121,22.646,35.204,23.221,23.763,27.301,25.4,14.752,17.824,25.129,24.402,24.705,25.688,31.257,29.006,31.257,13.413,25.909,16.444,14.419,32.381,35.169,27.792,26.751,26.208,12.073,19.0,24.135,20.029,29.092,29.709,23.686,27.701,22.787,24.425,27.654,20.33,16.967,22.038,23.832,21.335,27.728,18.729
1952-09-01,21.187,21.861,10.912,15.346,28.722,21.325,23.343,27.743,21.623,18.19,24.22,27.074,14.383,15.529,3.197,14.925,16.126,23.01,19.975,27.303,14.071,21.248,23.428,20.645,24.128,16.472,26.862,16.227,19.621,20.645,24.647,18.865,20.723,22.224,23.594,27.511,27.093,27.963,27.963,16.972,12.455,11.956,28.115,24.926,27.207,28.976,30.287,27.195,29.172,28.987,28.987,30.065,27.056,30.287,25.027,27.858,26.355,27.521,18.042,32.064,17.961,24.732,23.301,20.863,15.955,16.567,21.663,24.888,25.293,25.77,30.643,28.19,30.643,13.842,26.484,11.83,9.294,33.064,32.031,27.526,26.871,26.86,13.897,18.776,19.672,14.813,30.361,27.99,24.272,27.914,20.231,22.345,25.458,14.591,11.402,19.101,22.432,17.75,27.54,21.799
1952-10-01,15.343,24.048,12.267,16.222,27.652,22.461,23.08,28.079,22.945,20.185,24.47,27.754,5.526,5.67,5.011,7.814,10.523,16.208,13.531,23.757,6.404,13.791,16.419,12.939,17.501,9.419,23.891,7.577,12.017,12.939,17.079,11.097,20.146,21.704,24.592,27.462,23.844,24.24,24.24,16.752,10.069,7.646,28.383,24.16,28.067,27.451,26.687,25.991,26.598,25.897,25.897,28.003,25.971,26.687,24.994,27.838,26.24,27.853,12.8,25.014,13.209,25.626,16.648,14.718,16.271,13.465,19.302,25.739,26.065,26.107,25.77,26.857,25.77,14.409,26.557,3.891,3.023,29.963,25.867,27.517,26.906,27.127,16.071,20.197,12.722,12.707,31.128,21.819,24.833,26.984,13.468,16.676,19.974,7.798,8.877,10.178,18.471,9.439,26.962,23.955
1952-11-01,8.78,24.959,13.905,16.356,24.073,22.501,22.594,28.5,23.115,21.281,25.244,26.679,1.506,3.473,8.283,-5.735,7.97,13.716,4.9,20.613,-8.267,7.354,12.929,3.817,14.581,-0.505,22.947,0.651,4.403,3.817,13.224,5.458,19.625,21.46,24.471,26.425,20.031,19.055,19.055,17.295,4.582,1.991,23.799,23.212,25.918,23.722,20.6,22.956,21.165,19.994,19.994,25.826,21.321,20.6,21.224,23.152,26.446,27.53,4.036,16.013,6.849,26.526,12.891,9.999,16.209,14.796,15.168,26.865,24.248,26.975,19.176,23.3,19.176,15.347,26.419,-1.194,-0.421,28.491,20.193,27.149,26.564,27.458,18.397,20.46,7.33,7.31,28.177,12.489,26.151,26.403,7.244,12.95,16.422,1.197,3.95,8.276,11.051,5.883,26.749,22.233
1952-12-01,3.746,24.727,16.511,17.836,19.469,22.496,21.822,28.026,24.604,22.123,25.37,23.854,-5.534,-2.057,11.281,-16.441,0.71,6.713,-4.406,12.936,-19.042,-1.605,3.273,-5.286,4.352,-11.238,17.764,-9.137,-4.471,-5.286,4.875,-2.459,19.942,21.789,24.414,24.513,17.261,16.048,16.048,17.389,2.931,-0.705,20.839,22.548,26.263,19.567,15.867,23.116,16.902,15.812,15.812,24.674,20.412,15.867,21.509,21.191,26.341,26.818,1.025,12.704,4.712,26.601,6.56,3.323,16.904,12.499,10.558,26.764,21.481,26.801,13.411,18.747,13.411,17.54,25.602,-6.268,-2.478,26.775,15.994,23.802,26.198,26.904,18.449,21.253,-2.622,3.959,25.852,9.201,27.689,23.299,4.583,10.941,14.691,-3.493,2.539,3.599,8.879,0.59,25.727,22.369
1953-01-01,1.908,24.646,18.496,18.161,18.084,24.003,22.949,27.718,26.665,23.515,26.355,24.352,-8.025,-4.6,12.588,-19.444,0.565,6.294,-7.219,13.593,-21.851,-2.231,2.775,-6.128,3.329,-14.078,16.727,-9.053,-4.723,-6.128,4.254,-2.473,19.981,21.899,24.629,24.493,13.481,12.579,12.579,18.081,0.545,0.118,19.236,22.953,24.089,18.408,13.709,23.098,15.169,13.859,13.859,24.689,19.065,13.709,20.506,19.83,26.683,27.081,3.466,11.266,1.583,26.987,3.752,0.94,17.058,12.171,9.751,27.752,22.151,26.856,11.918,17.942,11.918,20.107,24.982,-10.5,-6.397,25.846,17.322,22.864,25.964,26.429,20.843,23.507,-5.405,1.889,24.89,7.017,27.939,25.274,2.024,7.333,10.982,-5.136,2.883,2.128,11.592,0.114,25.753,22.04
1953-02-01,6.542,25.778,18.948,18.527,22.258,23.534,23.079,27.286,26.117,22.891,26.852,25.8,-7.111,-4.003,12.898,-12.76,3.874,8.774,-4.553,15.024,-14.883,0.263,5.168,-3.404,5.711,-9.315,17.798,-4.839,-1.868,-3.404,6.342,1.625,20.533,22.541,24.731,24.875,15.16,15.131,15.131,18.668,3.072,0.709,23.95,24.338,25.202,22.96,19.428,25.942,20.79,19.465,19.465,25.608,23.896,19.428,23.959,24.64,26.757,27.022,7.127,12.357,3.16,27.454,4.51,1.752,17.681,14.813,10.245,27.944,25.314,26.484,16.797,22.196,16.797,21.852,26.432,-15.542,-11.386,25.027,17.03,20.272,26.198,27.481,20.607,23.166,-3.007,3.14,25.923,8.464,28.333,26.835,1.609,6.377,11.334,-8.483,4.036,2.643,10.313,1.197,26.611,22.364
1953-03-01,11.015,26.433,18.113,19.267,27.413,22.843,22.409,26.895,26.945,23.178,26.398,28.662,-1.919,-0.625,10.45,-1.712,8.449,13.196,3.505,18.209,-3.212,7.338,9.816,6.83,9.692,1.23,18.492,3.738,6.769,6.83,11.595,7.446,20.733,22.684,25.115,25.361,14.145,15.22,15.22,19.59,7.763,5.999,28.722,27.983,27.281,28.785,26.476,30.507,26.97,26.807,26.807,29.059,29.259,26.476,28.211,29.329,27.024,27.487,6.417,12.982,6.364,27.882,9.098,7.019,17.908,17.16,12.323,27.89,29.043,26.726,23.343,26.847,23.343,21.52,28.08,-3.508,-2.178,24.794,20.416,20.645,26.851,28.859,20.131,22.356,4.148,6.815,27.999,7.764,27.679,28.686,-0.443,4.047,9.088,-0.459,5.709,4.507,11.25,4.342,27.9,21.123
1953-04-01,15.254,25.607,14.512,18.977,29.445,21.108,21.581,26.267,25.096,20.197,25.574,30.767,5.611,4.414,5.932,6.26,10.499,15.935,9.665,19.071,5.516,13.781,14.871,13.06,14.463,7.576,18.946,8.042,11.866,13.06,15.806,11.271,20.181,22.134,25.194,26.193,18.163,20.829,20.829,18.784,10.29,10.189,31.058,27.755,27.725,31.071,29.906,31.812,30.268,29.953,29.953,30.706,31.765,29.906,29.255,30.975,27.286,27.264,12.278,22.121,11.417,27.817,11.564,9.96,17.27,18.771,16.284,28.194,29.327,27.759,27.236,28.209,27.236,19.938,28.928,6.48,4.123,27.266,24.829,20.342,27.105,29.339,15.872,21.054,9.375,9.509,30.306,16.125,26.703,30.012,9.73,11.113,15.324,7.546,7.736,5.806,12.7,9.141,28.711,20.528
1953-05-01,20.575,24.851,11.533,16.483,29.225,19.543,21.478,26.247,24.182,18.459,24.789,29.159,12.82,12.22,3.273,13.863,15.833,21.554,15.314,25.209,13.249,20.102,22.322,19.093,21.569,14.519,23.186,16.105,19.112,19.093,23.049,18.901,20.066,21.866,24.808,26.508,21.614,25.371,25.371,19.182,15.037,14.536,32.703,28.743,29.045,31.491,34.381,34.671,34.254,33.855,33.855,34.539,35.32,34.381,30.203,32.098,27.011,26.818,18.591,28.283,15.284,26.784,17.327,15.609,16.351,20.04,20.706,26.702,29.21,27.498,32.626,30.491,32.626,17.205,28.918,11.005,8.143,30.087,31.644,22.419,27.305,28.91,14.961,20.62,16.009,15.833,34.612,21.549,25.732,29.08,13.762,15.129,18.158,13.827,12.754,12.382,14.593,16.187,28.769,17.586
1953-06-01,25.188,22.002,8.507,14.233,28.553,18.459,19.891,25.912,23.484,16.776,24.198,27.907,17.648,17.365,-0.274,20.635,18.36,25.202,19.931,28.22,20.747,25.382,25.936,24.25,25.608,20.043,27.043,20.71,23.958,24.25,26.755,23.358,20.12,21.952,22.557,27.109,24.238,27.843,27.843,18.015,16.032,18.157,32.327,26.422,28.558,29.838,35.043,31.3,34.409,33.845,33.845,33.075,33.05,35.043,27.863,31.255,27.063,26.579,22.61,32.284,17.654,25.143,21.837,19.484,15.803,19.247,21.592,25.676,27.296,26.885,34.487,32.253,34.487,15.49,27.329,18.317,16.176,31.397,33.998,25.604,27.796,27.118,12.597,18.31,19.342,16.528,33.636,25.714,24.544,28.243,18.519,20.626,22.979,20.526,14.304,19.145,18.248,20.587,28.119,14.523
1953-07-01,26.142,20.326,8.053,13.844,28.437,17.095,18.695,26.603,21.624,14.822,22.944,26.731,19.992,19.42,-1.91,23.887,19.683,27.38,24.468,29.544,23.395,27.364,30.345,27.153,30.402,24.468,28.617,22.925,25.85,27.153,30.821,24.761,20.425,22.216,21.321,27.608,26.752,29.379,29.379,15.727,18.011,19.471,29.194,24.303,27.09,28.954,31.111,27.444,30.637,29.264,29.264,30.857,26.936,31.111,24.861,28.41,26.425,25.752,24.911,34.959,22.303,24.561,25.213,22.988,14.469,18.129,25.984,24.815,25.37,26.243,32.558,31.14,32.558,14.531,26.683,18.525,16.764,31.654,34.919,27.41,26.811,26.176,11.951,17.361,24.042,21.206,30.019,29.746,23.882,27.818,21.684,23.099,26.575,21.109,16.105,22.665,24.853,22.746,28.225,13.932
1953-08-01,24.338,20.261,8.544,13.826,28.74,19.335,21.898,27.423,22.164,17.441,22.998,26.265,18.274,19.327,1.646,21.467,21.494,29.334,23.154,29.758,21.111,25.618,29.839,24.37,29.988,22.198,28.517,21.285,23.534,24.37,30.304,25.069,21.535,22.985,22.113,27.756,26.824,28.336,28.336,16.248,18.73,17.998,27.198,24.798,26.775,29.024,29.625,26.636,28.022,28.79,28.79,30.378,25.933,29.625,24.316,27.037,26.588,25.98,23.073,33.991,20.98,23.793,26.666,23.654,15.248,18.43,26.781,24.322,25.204,25.481,30.836,29.84,30.836,14.727,26.582,16.967,15.512,32.253,34.12,28.213,27.517,26.121,11.842,18.049,24.574,22.812,29.143,29.375,23.544,27.509,22.072,23.08,25.696,19.383,16.749,23.379,22.223,21.301,28.197,17.74
1953-09-01,21.192,21.855,10.279,15.178,28.652,21.471,23.421,28.087,22.674,19.479,23.873,27.451,13.968,14.727,3.958,14.626,15.43,22.702,19.575,26.427,13.841,21.412,22.784,20.621,23.508,16.538,26.602,15.564,19.391,20.621,23.253,18.458,20.955,22.288,23.659,27.609,24.898,25.433,25.433,17.606,15.874,14.782,27.929,24.767,27.158,28.77,29.517,26.804,28.59,28.502,28.502,29.546,27.012,29.517,24.918,27.453,26.701,27.053,18.498,30.495,19.109,24.787,23.257,20.443,15.734,16.376,22.751,25.331,26.44,26.192,29.279,28.74,29.279,14.905,26.762,9.987,9.917,30.356,31.07,28.076,26.912,26.696,15.199,17.933,20.258,17.394,30.53,25.166,23.674,27.788,16.46,18.875,22.356,13.406,14.053,19.363,21.721,18.173,27.64,18.386
1953-10-01,14.384,23.26,12.253,15.301,27.308,22.37,22.946,28.305,22.528,20.269,24.241,27.911,8.247,9.714,3.345,8.452,11.463,17.352,15.183,25.292,6.905,16.825,18.733,14.931,19.704,10.881,24.77,9.979,14.237,14.931,18.992,12.558,20.022,21.407,24.126,27.39,23.259,23.224,23.224,17.044,11.849,11.578,27.308,24.537,28.312,27.337,26.236,26.092,26.096,25.201,25.201,27.755,25.298,26.236,24.852,26.791,27.025,28.468,11.126,24.941,14.24,25.786,17.605,14.892,16.12,15.789,18.061,25.893,26.932,26.229,25.261,27.385,25.261,14.739,26.714,5.531,7.264,30.774,27.507,27.515,26.981,26.957,16.068,19.84,15.05,10.98,30.86,19.646,24.867,27.647,11.68,15.142,18.577,7.729,10.112,15.375,16.987,12.341,27.829,23.587
1953-11-01,8.525,24.406,13.925,17.406,23.549,22.228,22.606,28.886,22.73,20.804,25.007,26.448,3.64,4.328,8.958,-5.958,6.784,12.906,4.766,19.612,-7.817,7.206,11.32,4.519,12.91,-1.564,22.515,0.905,4.994,4.519,11.733,5.005,20.11,21.749,24.244,26.791,18.077,17.236,17.236,17.527,6.193,5.545,23.94,23.312,27.217,23.199,20.399,23.506,21.181,19.772,19.772,25.793,21.443,20.399,22.213,23.487,26.858,28.357,5.439,15.523,7.776,27.08,11.044,8.065,16.311,13.133,14.884,27.064,24.421,27.174,18.781,24.065,18.781,16.432,26.364,-3.35,1.685,26.706,20.226,26.594,26.938,27.169,17.449,20.537,4.9,8.08,26.952,10.077,26.226,26.19,2.758,8.04,12.372,-2.262,8.037,9.155,13.538,6.066,27.149,23.806
1953-12-01,5.86,23.908,16.519,19.601,21.045,22.025,21.907,28.366,23.912,21.744,25.186,24.761,-3.633,-2.212,11.093,-11.881,2.24,8.656,-0.607,15.064,-14.213,1.241,6.155,-1.831,7.53,-7.569,19.95,-7.317,-2.077,-1.831,6.599,-1.61,19.965,21.941,24.527,25.515,14.675,13.433,13.433,17.069,6.652,2.509,22.143,22.26,25.637,21.052,17.805,21.484,19.164,17.225,17.225,23.953,19.608,17.805,19.981,21.379,27.167,28.617,0.02,7.669,6.002,26.859,8.147,5.267,16.413,12.413,11.502,26.119,20.433,26.352,16.24,22.228,16.24,17.958,25.374,-5.86,-1.542,23.174,12.981,23.466,26.755,27.131,18.93,21.8,0.238,6.88,21.13,2.617,27.728,24.683,-4.343,3.451,9.114,-4.259,6.863,3.461,10.167,1.899,26.208,22.278
1954-01-01,0.592,24.126,20.228,18.564,17.708,24.036,22.839,27.423,26.814,23.882,26.013,23.725,-14.3,-9.393,11.908,-15.871,0.816,6.723,-3.468,15.356,-19.026,-0.501,3.593,-3.078,4.857,-9.94,18.924,-7.286,-2.456,-3.078,4.032,-2.701,19.892,22.053,24.232,24.412,13.409,12.133,12.133,17.475,0.909,-3.666,18.867,23.21,24.107,17.956,13.577,22.696,15.126,13.617,13.617,24.524,18.463,13.577,20.202,19.611,26.647,27.61,1.777,9.516,0.927,26.616,5.747,1.969,17.064,13.243,8.743,26.96,21.711,26.086,11.329,17.862,11.329,19.77,25.686,-14.726,-7.832,23.664,14.637,21.59,26.096,26.228,19.637,22.054,-1.881,1.527,22.913,4.117,27.576,26.674,-3.904,1.172,8.6,-13.036,2.547,0.382,8.716,-3.727,26.71,22.115
1954-02-01,3.532,25.044,17.006,19.784,23.226,23.895,22.757,26.807,27.211,23.858,26.573,26.0,-6.051,-3.02,12.165,-11.188,3.768,8.947,-2.398,14.562,-13.442,1.145,4.795,-0.611,5.271,-6.306,17.504,-3.778,-0.009,-0.611,6.175,0.893,20.215,22.18,24.268,24.384,14.514,14.516,14.516,19.1,1.522,-5.193,22.915,25.181,25.186,23.671,18.427,26.334,19.677,19.378,19.378,26.456,23.352,18.427,23.738,24.159,26.649,27.007,0.354,12.32,2.479,27.762,6.118,3.366,17.726,14.138,9.639,28.152,25.705,26.424,15.033,20.557,15.033,21.516,26.612,-15.044,-12.115,24.066,17.643,18.768,26.708,27.526,20.117,23.157,-0.09,3.345,26.655,7.161,27.95,27.075,-1.442,1.343,9.271,-14.108,2.296,5.229,13.044,1.962,26.244,22.558
1954-03-01,8.594,25.886,16.1,19.363,26.5,23.435,22.374,26.316,26.792,22.652,26.421,28.628,-3.957,-3.5,10.706,-4.81,6.055,11.166,1.247,14.937,-6.322,5.808,7.966,3.898,7.813,-1.769,17.054,1.529,4.429,3.898,9.765,5.702,20.734,22.58,25.205,25.552,16.546,17.988,17.988,19.498,7.809,4.57,26.961,26.888,26.686,27.321,23.451,28.954,24.331,23.993,23.993,28.074,26.955,23.451,26.806,28.083,27.617,27.401,4.149,16.754,8.44,27.787,8.25,5.84,18.143,16.963,12.333,27.845,29.076,26.644,20.286,25.411,20.286,20.757,27.629,-3.914,-1.855,25.939,21.64,20.684,26.877,28.209,19.457,22.062,2.895,6.759,29.617,11.917,27.756,28.664,5.833,7.68,12.444,0.035,6.032,2.399,10.302,3.586,27.543,21.373
